,Name,Company,State,City,Salary,Location,Url,Description
352,Data Analyst,Berico Technologies,VA,Rosslyn,$56k-$101k,"Rosslyn, VA",https://www.glassdoor.com/partner/jobListing.htm?pos=1201&ao=212128&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_7b6f518c&cb=1586051488533&jobListingId=3532877962,"Job Description:Basic Qualifications:
Bachelor's degree in computer science, information systems, cybersecurity, or other related technical discipline, plus 4 years of experience in technical data analysis with increasing responsibilities.
Alternatively, a Master's degree with 1 year of experience.
Good working knowledge of statistical data analysis techniques, including sampling, descriptive statistics, regression.
Experience with data analysis tools and languages, such as SQL, SPSS, SAS, R, advanced Excel, or similar.
Experience with data cleaning and preparation.
Experience with visualization and dashboard techniques and tools, such as Power BI, Tableau, or similar.
Basic understanding of supervised and unsupervised machine learning algorithms.
Knowledge of computer networking concepts and protocols (e.g., Transmission Control Protocol [TCP] and Internet Protocol [IP], Open System Interconnection Model [OSI], Domain Name System [DNS]), and network security principles.
Knowledge of cybersecurity and cyber defense principles (e.g. cyber threats and vulnerabilities, adversarial tactics, cyber attack stages).
Highly self-motivated and capable of completing ad hoc and time-sensitive assignments.
Strong analytical skills and the ability to effectively research, write, communicate and brief to varying levels of audiences to include at the executive level.
Desired Skills:
Two years of experience in intelligence or technical analysis with a focus on cyber threat analysis and threat modeling, to include preparing and presenting results.
Experience analyzing data sets from real-world problems.
Software development experience in Python/Pandas/Scikit-learn, experience with Rapidminer or similar tools.
Experience in natural language processing.
Experience in Splunk or similar log storage/retrieval systems.
Previous experience working within cross functional and interdisciplinary project teams.
Proven experience effectively prioritizing workload to meet deadlines and work objectives
Security Clearance:
Active Secret clearance or ability to obtain a Secret clearance

Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Mission Success: Customer mission success drives our daily effortswe strive always to exceed customer expectations and focus on mission success beyond contractual commitments.
Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.
Innovation: We believe that innovation is critical to our success - that discovering new and more effective ways to achieve customer mission success is what makes us a great company.
GET A REFERRAL BONUS FOR THE GREAT PEOPLE YOU KNOW!"
353,Data Analyst,Targetbase,TX,Irving,$44k-$83k,"Irving, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=1202&ao=8095&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_0c54e969&cb=1586051488534&jobListingId=3516879569,"PURPOSERESPONSIBILITIES
Technically able to understand and create complex ETL processes.
Work hand-in-hand with client
Effectively utilizes programming tools and applications (SQL, ETL, and Oracle). 

Plays a role in thought leadership and uses strong consultative skills.
Monitors quality control on deliverables prior to client distribution. Ensures the client team is following quality control procedures as applicable
Based on business requirements, contributes to detailed technical requirements and specifications; identifies missing details in the business requirements and engages the appropriate resource(s) for clarification.
Become an internal expert in ETL, CDI and complex Datamart Build services for campaign, reporting and analytics processes.
Develops mapping and data processing procedures to import data from various data sources and populate the client database.
Demonstrates knowledge of the data model and the data, to provide insights and recommendations.
Develops data extracts and procedures to support internal and client (external) business analytics.
Actively involved in troubleshooting data / data process anomalies and works with the team to efficiently identify solutions.
Coordinates with cross-competency teams to ensure quality deliverables.
Consistently follow best practices and standards defined by the team / organization.
Contributes to the project estimation process.
Multitasks through project execution and prioritizes accordingly, ensuring project deadlines are met and deliverables are completed in a timely fashion.
Assists with the transition from project completion to ongoing production and production support
Communicates requirements and status with other teams and competencies, as required on an ongoing basis.
EXPECTATIONS
Quality and overall impact of deliverables: Strives to achieve executional excellence. Ensures work is completed on time, within the allotted hours, and meets the business requirements. Creates documents in a professional manner. Fulfills all client and project leader needs and requests.
Team and/or client feedback and satisfaction: Develops strong working relationships with other engineers, QA team members, project leaders, and other Targetbase teams. Team members provide praise for work done.
Commitment to vision and guiding principles of agency and competency: Number one focus is on client's business. Respect for the individual is at the core of all team interactions. Focuses on solutions versus challenges.
Organizational and/or technical knowledge: Has appropriate knowledge of his/her core competency and Targetbase's integrated service offerings. Has working knowledge of other competencies. Understands the value of Targetbase technology services and its impact on client business.
SKILLSEXPERIENCE & EDUCATION
Bachelor's Degree in a plus
2 years technical experience in a data management role utilizing SQL and ETL tools
KNOWLEDGE & ABILITY
Consultative approach to data management and able to make CDI recommendations to the client.
Knowledge of direct mail and email marketing
Marketing and business knowledge not just technical view
Knowledge of marketing Database structures
Primary point-of-contact for problem escalation and resolution for data management functions
Development Tools/Platforms
Proficiency with Informatica, or similar enterprise ETL tool experience
Strong SQL, PL/SQL skills
Knowledge of UNIX/LINUX experience
Shell scripting experience (KSH, Bash, Perl, Python, etc.) is a plus
Databases



Exposure to enterprise databases required
Oracle
SQL Server 2005/2008 is a plus



Methodologies



Demonstrates the ability to follow a consultative approach to data management
Demonstrates the ability to work within various methodologies, like Waterfall, Lean, or Agile, is a plus



Demonstrates the ability and desire to learn new technical skills and tools
REQUIREMENTS
On-site in Dallas
Overtime as necessary
Minimal travel may be required
"
354,Data Analyst,Advanced Resources,CO,Broomfield,,"Broomfield, CO",https://www.glassdoor.com/partner/jobListing.htm?pos=1203&ao=85058&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_6ed835ff&cb=1586051488536&jobListingId=3545330586,"Job Description12+ month contract

Fully-qualified professional with a broad career level of understanding. Possesses detailed knowledge of one technology or professional discipline, or basic knowledge of several areas. Broad application of principles, theories, and concepts. Uses several techniques to solve complex problems where analysis of situations or data requires a review and analysis of several factors. May lead the implementation of tactical plans in support of strategic initiatives. Receives objectives and determines approach to achieving objectives. Makes decisions but may not have final authority for all aspects of resource commitment. Works under limited supervision. Accountable for the achievement of operational goals in at least one department or work area. Integrates customer/client needs and concerns with business issues. Serves as an advocate for client. Serves as a liaison on specific projects with other work areas. Influences, inspires or persuades others in order to accomplish work objectives. Bachelor's degree or equivalent education and relevant experience. 1-2 years of experienceCompany DescriptionProminent Med Device company - globally."
355,Data Analyst,Sanford Federal,VA,Arlington,$50k-$86k,"Arlington, VA",https://www.glassdoor.com/partner/jobListing.htm?pos=1204&ao=4341&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_b3f8fd83&cb=1586051488537&jobListingId=3456040508,"Job Description:Clearance Requirement - Secret *Must have at time of application*Duties, Tasks and Responsibilities:
Inputs data from incoming and outgoing compliance correspondence into the Compliance Analysis Tracking System (CATS) (an Access database) (Please note that the office may migrate the information in this database to TeamMate)Transmits outgoing correspondence prepared by compliance officers/analysts from the AUD compliance mailboxHandles classified material dailyPrepares templates for compliance correspondence after final audit report is issuedPerforms data searches in CATS and Teammate, as requestedSearches prior OIG audit and inspection reports in response to requests for informationSaves and files documents and e-documents in varying systems and formatsUpdates databases and spreadsheets timely and accuratelyCompiles data and other information into reportsUpdates and maintains Excel spreadsheetsCompiles and analyzes database informationMaintains electronic and hard copy folders that contain compliance materials, documents, and correspondence from final report to final action and report closureAssists the ACFD team in performing various administrative dutiesMaintains administrative reference materialsPrepares, or assists in preparing and formatting SOPs, presentation materials and other documentsDrafts meeting minutes
Required Experience:
Strong ability to identify and interpret data and analyze data search resultsAbility to identify, analyze, and interpret trends or patterns in dataCapacity to acquire data from primary or secondary data sources and organize information logicallyDemonstrated skills using the Microsoft Suites and ability to convert documents into Adobe Knowledge of Teammate is preferredStrong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsStrong attention to detail and precision in reporting data and informationDemonstrated knowledge of mathematics (or computer science, computer programming, or information management)
Please note all candidates are required to provide the previous five (5) years of employment history as well as their most recent paystub for the purpose of salary verification.Why Sanford Federal?"
356,Data Analyst,Atlantic Tele-Networks,MA,Beverly,$42k-$76k,"Beverly, MA",https://www.glassdoor.com/partner/jobListing.htm?pos=1205&ao=961248&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a062348f&cb=1586051488538&jobListingId=3544801872,The Data Analyst Role:Essential Job Duties and Expectations:SkillsEducation
357,Data Analyst,"LendingTree, LLC.",WA,Seattle,$56k-$100k,"Seattle, WA",https://www.glassdoor.com/partner/jobListing.htm?pos=1206&ao=212128&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_33c85d76&cb=1586051488539&jobListingId=3523734538,RESPONSIBILITIESQUALIFICATIONSPREFERRED EXPERIENCE
358,Data Analyst,Mount Indie,,California,,California,https://www.glassdoor.com/partner/jobListing.htm?pos=1207&ao=60007&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a46838f3&cb=1586051488540&jobListingId=3355453842,"
Apply frequent and systematic due

Respond and fulfill requests to

Serve as customer liaison

Support ad-hoc operational data

Research, create, develop, and

Visualize and statistically analyze

Brainstorm and support creation of

Plan and prioritize agendas, track

Generate SQL script templates, unique

Collaborate with Enterprise

Document functionality requirements
Qualifications:relevant Data Analyst experience to include:
Experience working on medium-size data projects

Understanding of business context and problems with

Experience accepted in lieu of degree
Security+ CE Certification
Current Secret Clearance
"
359,Data Analyst,Atlas,NJ,Madison,$43k-$76k,"Madison, NJ",https://www.glassdoor.com/partner/jobListing.htm?pos=1208&ao=4120&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_7b710203&cb=1586051488541&jobListingId=3545109265," Reference # : 20-00335 Title : Data Analyst Location : Madison, NJ Position Type : Contract Experience Level : 8 Years Start Date / End Date : 04/27/2020 / 12/24/2020 Description Data Analyst to work through data requests for Life Sciences company .. Work in Morris County NJ area, NYC or Irvine, CA

Key Responsibilities:




	Interpret data & analyze results using statistical techniques and provide ongoing reports.
Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
Acquire data from primary or secondary data sources and maintain databases/data systems.
Identify, analyze, and interpret trends or patterns in complex data sets.
By gathering, analyzing and cleansing information, will create business reports for teams and individuals across the manufacturing unit.
Build user interfaces such as Power BI.
Work with management to prioritize business and information needs.
Locate and define new process improvement opportunities.
Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems.
Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine.
Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.


Qualifications




	BA or BS in statistics, math, computer science, physics or other technical related field; Master""s degree is preferred.
Minimum of 2 years working experience in technical data analysis, data science, or data warehousing with proven business analysis experience.
Experience in Consumer Products, Life Sciences, Client and / or Retail Extremely helpful
Demonstrated experience in at least one or more languages: R, Python, C#, .Net, Javascript
Demonstrated experience writing TSQL, views, stored procedures, functions and triggers
Demonstrated experience with SQL Server
Advanced presentation, communication (verbal and written), and Excel skills are required.
Passionate about data and analyzing business needs.


"
360,Data Analyst,PamTen Inc,TX,Fort Worth,$37k-$69k,"Fort Worth, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=1209&ao=450116&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_f08edd73&cb=1586051488543&jobListingId=3544730280,"Role Data Analyst (Rapid Insightful Analytics) Location Fort Worth, TX Duration Long Term Strong in Data Analysis Team Intelligent Automation ndash RPA, NLP, AI and Advanced Analytics Job Summary Provide CLIENT specialization in advanced analytics to extract insight from information by iterating rapidly, to summarize, visualize large data sets. This position will be working closely with business SMErsquos, operations research and will be learning leveraging AI tools techniques. Responsibilities Tasks The Data Analyst will assist in our efforts to create analytical solutions for CLIENT initiatives. Candidate will be responsible for data exploration, discovery, and presentation of gathered insight from data. This role will be responsible for visualizing and communicating insight extracted from data to stakeholders at various levels across the company. This role will construct, test, maintain and architect supporting datasets. Experienced candidate needs proven ability to work independently on big projects. Candidate must have excellent interpersonal skills and ability to work with several stakeholders across multiple organizations. Must be very organized and detailed in development efforts. Required Experience Excellent interpersonal skills and ability to work with several stakeholders across multiple organizations. Ability to facilitate conversations with business SMErsquos to understand the problem, rapidly iterate proposed solutions and clearly present new findings solutions. Lead level experience providing technical functional guidance. Hands on expert experience with enterprise data visualization tools like Tableau and or Power BI. Leveraging Azure AI platform tools like Databricks Auto ML, etc.hellip Experience with relational database management system development. Solid analysis and problem-solving skills. Able to build analytics solution including data exploration, extraction, cleaning, transformation, testing and implementation. Open to learn new tools and technologies. Able to adapt to fast-paced working environment Preferred Experience Project leadership experience leading collaborative efforts Masterrsquos Degree in Management Information Systems, Computer Science or equivalent. Ability to write code in python, java and R."
361,Data Analyst,University of Pittsburgh,PA,Pittsburgh,$39k-$70k,"Pittsburgh, PA",https://www.glassdoor.com/partner/jobListing.htm?pos=1210&ao=3839&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_4d965b0e&cb=1586051488544&jobListingId=3518447842,"The University of Pittsburgh's Department of Emergency Medicine is seeking a Data Analyst. The incumbent Data Analyst will have a range of responsibilities including but not limited to:

1) managing EHR data linkage; 2) data base management including cleaning and processing; 3) advanced statistical analysis; 4) maintaining documentation for research compliance; 5) preparation of data summary and reports; 6) preparing data sets for machine learning analysis, 7) managing department compliance plan for data management and data storage.

Relevant experience may be substituted for candidates in the process of completing their Master's degree (BS and 5 years of experience) Prior database management, advanced statistical analysis, familiarity with data visualization, and significant computer programming experience are required. Experience with SQL, STATA, R and/or SAS required."
362,Data Analyst,Sivisoft.Inc,NJ,Princeton,,"Princeton, NJ",https://www.glassdoor.com/partner/jobListing.htm?pos=1211&ao=450116&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_11a764d2&cb=1586051488545&jobListingId=3542803892,Data Modelling Consultant Immediate Position Location - Princeton NJ Rate DOE 3+ years of experience in Advanced forecasting and modeling techniques using excel Regression Modelling Some pharma experience desirable Strong in statistical modelling concepts Should have worked on some of these techniques. Client mostly uses ARIMA. Techniques of Forecasting middot Simple Moving Average (SMA) middot Exponential Smoothing (SES) middot Autoregressive Integration Moving Average (ARIMA) middot Neural Network (NN) middot Croston
363,Data Analyst,Gearbox Software,TX,Frisco,$32k-$61k,"Frisco, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=1212&ao=66506&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_230faa77&cb=1586051488546&jobListingId=3442837795,"Responsibilities:
Perform analysis on large quantities of data to help inform game design and BI decisions
Keep data clean and work with developers to ensure the integrity of the data pipeline. Investigate any issues that may arise with broken segments of the pipeline and make sure those issues are resolved
Utilize machine learning techniques to perform ad-hoc predictive analytics
Work with key stakeholders to ensure all telemetry and appropriate KPIs are tracked and analyzed.
Create visualizations which portray information in an easy to digest and informative way to help drive game design and BI decisions
Keep documentation up to date
Help to define and create innovative solutions to assist developers
Be the voice of analytics at the company
Requirements:
Master's Degree in mathematics, statistics, computer science, or a related quantitative discipline and 0-2 years of experience, Bachelor's Degree and 1-3 years of experience, or 3+ years of experience
Working knowledge of one or more of the following: Python, R, SQL, or the Linux environment or a willingness to learn Python and SQL
Familiarity with Tableau or similar product and best practices for effective data visualizations.
Knowledge of machine learning techniques and a desire to grow in this area
A desire to seek out and learn new techniques
Ability to grow and foster relationships across various departments with various backgrounds
A willingness to be a voice for data advocacy
Bonus Points For:
Advanced degree in mathematics, statistics, computer science, or a related quantitative discipline
1-3 years of experience in a data analysis role
Proficient with Python and SQL
Familiarity with video games

Knowledge of or familiarity with AWS and Perforce 
"
364,Data Analyst,Sumeru Solutions,CA,Menlo Park,$59k-$107k,"Menlo Park, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=1213&ao=352789&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_63cda996&cb=1586051488547&jobListingId=3525525615," Job Description:




 Python for data manipulation & transformation (python dictionaries, data frames, data stream, joins of all kinds, outside of SQL IDEs)
Python modelling
Should have worked in designing, creating and defining Models.
Hands on experience in Client/DL/AI
Research skills – go figure it out and come back with working model. Pros/cons analysis skills
Must know SQL very well. Must understand relation and ER diagrams/normal forms.
How to design, create, extend/iterate, manipulate, seed with realistic data/data exploration, create and optimize queries, operate at low scale and high scale
Strong work ethic, independent problem solving skills, self-motivated, comfortable with startup culture
Excellent and crisp communicator



"
365,Data Analyst,Management Consulting & Research,MA,Hanscom AFB,$48k-$87k,"Hanscom AFB, MA",https://www.glassdoor.com/partner/jobListing.htm?pos=1214&ao=3949&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_5fa61eb9&cb=1586051488548&jobListingId=3542476532,"

Data Analyst



Location



Hanscom AFB, MA



Job Code

5708



# of openings

1




Apply Now
At MCR, LLC, we are the nation’s premier Integrated Program Management (IPM) firm. Since 1977, MCR has delivered planning, cost/schedule analysis, acquisition management and program assessment solutions to help government and commercial clients successfully lead their programs. MCR’s 400+ professionals provide critical thinking and integrated solutions to acquisition professionals, helping customers become more efficient and effective in running complex programs. 

Do you have previous Data Analyst experience? Are you passionate about improving system performance? Are you looking to play a meaningful role in a creative environment? If so, we are searching for someone like you to join our team of experts in support of the NC3 program at Hanscom AFB.

DESCRIPTION OF DUTIES:



Formulate and apply mathematical modeling and other optimizing methods to collect, analyze, and interpret data



Analyze select data to identify potential Weapon Systems (WS) limitations, and/or performance gaps.



Provide data analysis technical expertise to problem solve and troubleshoot various situations and to develop outcomes within established program and project guidelines.



Provide statistical support services to raw test data and communications networks systems principles.



Provide and making recommendations on multiple statistical analysis tools relevant to the analysis of communication system architectures and network models as well as provide advance Microsoft Excel support.



Develop decision support software, service, or products. 



Develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.



Assists assessment team conducting WS mission effective and consequence identified limitation(s)



Supports effectiveness analysis of new technologies considered for inclusion into the WS baseline.




EDUCATION AND EXPERIENCE:



A Journeyman labor category has 3 to 10 years of experience and a BA/BS or MA/MS degree. A Journeyman labor category typically performs all functional duties independently. 



TS/SCI Clearance 



Highly proficient with computers and software applications to include MS Office product (Word, Excel, PowerPoint, Outlook, etc.) 



Working knowledge in data principles and procedures 



Technical expertise in data analysis, data accuracy, and data quality 



Acute attention to detail; ability to analyze large data sets; highly organized 



Strong verbal and written communication skills; application of communicative interpersonal skills 



Ability to write comprehensive reports 




EQUAL OPPORTUNITY EMPLOYER 

MCR, LLC is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law. 

If you are passionate about a future at MCR and wish to learn more about current opportunities, please visit www.mcri.com
"
366,Advanced Data Analyst Programmer,CALIBRE Systems,AL,Huntsville,$38k-$69k,"Huntsville, AL",https://www.glassdoor.com/partner/jobListing.htm?pos=1215&ao=856735&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_5659cd03&cb=1586051488551&jobListingId=3443748397,"


 Advanced Data Analyst Programmer


﻿

AddThis Sharing ButtonsShare to FacebookFacebookShare to TwitterTwitterShare to PrintPrintShare to EmailEmailShare to MoreAddThis


Category

Information Technology

Job Location

Huntsville, AL

Tracking Code

LTA 3280-585

Position Type

Full-Time/Regular

CALIBRE Systems Inc., an employee-owned Management Consulting and Digital Transformation Company, is looking for a Intermediate level Advanced Data Analyst Programmer in support of a current US Army contract. We are seeking someone that is available immediately. Job duties and responsibilities include but are not limited to:


Utilize Java programming expertise to develop, deploy, and maintain applications.
Contribute to all stages of application development, from UI design to final testing.
Work closely with other developers to implement solutions to support planned functionality.
Support and participate in Agile Scrum environment.





Required Skills


Must have an active SECRET security clearance.
CompTIA Security+ certification.
Strong understanding of Java
Strong understanding of backend services.
Basic to intermediate understanding of Angular.
Basic to intermediate understanding of Oracle.





Required Experience





Bachelors degree in IT or related field (other education, commensurate experience and demonstrated ability of individual may be substituted).
Must have 3-5 years experience as an Advanced Data Analyst Programmer.
Understanding of Denodo/Hadoop.





CALIBRE and its subsidiaries are an Equal Opportunity Employer and supports transitioning service members, veterans and individuals with disabilities. We offer a competitive salary and full benefits package. To be considered, please apply via our website at www.calibresys.com. Come join our dynamic team. #CALIBRECareers #SPEARCareers
"
367,Data Analyst,Simple Solutions,CA,San Jose,,"San Jose, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=1216&ao=4323&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_e077ea2b&cb=1586051488552&jobListingId=3517753248,"join us in this exciting journey!

Responsibilities:


Acquire data from primary or secondary

 sources, and maintain databases and dashboards to unlock operational and

 exploratory analyses
Dig in deep to analyze root causes to

 unusual trends, dips and spikes for all Commerce metrics
Summarize your findings in an accurate,

 concise, easy-to-understand manner
Handle the detail execution of data

 gathering, dashboard implementation and bug fixing
Foster a culture of having easy access to

 data and autonomy in obtaining answers by implementing tools that help

 others
Maintain existing data visualizations,

 data pipelines and dashboards
Requirements:


Proven track record as a high-performing

 data analyst, and can thrive in a fast-paced environment
Comfortable working with proxy data,

 incomplete data, normalizing and joining datasets from different sources
Well verse with databases (MySQL, SQL

 Server, Hadoop) and adept with modern Business Intelligence and

 Visualization tools (Microsoft Power BI, Tableau, Amazon QuickSight)
Familiar with web analytics technologies

 and techniques (Adobe Analytics, Google Analytics, digital pixel tracking,

 site tagging etc.)
Strong analytical abilities; Collect,

 prioritize, analyze, and disseminate critical information with attention

 to detail and accuracy
Excellent communication skills with

 expertise in data visualizations, trend analysis, forecasts, statistical

 testing and data-storytelling
Collaborate with others to understand,

 identify and translate business challenges into data projects
Bachelor's and/or Master's degree

 specializing in Statistics or Data Science
"
368,Senior Cyber Data Analyst,Armis,DC,Washington,,"Washington, DC",https://www.glassdoor.com/partner/jobListing.htm?pos=1217&ao=970074&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_70479a8d&cb=1586051488553&jobListingId=3538109527,"Location:The CompanyThe RoleResponsibilities:
Create internal logic and heuristics to improve product valueResearch new technologies in the IoT worldSupport, assist and measure machine learning modelsBe acquainted and up-to-date with significant cyber attacks worldwideIdentify data anomalies that may prove to be security risksProduce tailored reports for clientsEnrich data and knowledge through external sourcesAnalyze raw network data (packets) Identify and fix data inconsistenciesDevelop expertise in one or more IoT domains, e.g. healthcare, manufacturingAutomate manual processes to improve work efficacy 
Requirements:
4-8 years of professional experience with extracting insights from data Good familiarity with networks, networking concepts and traffic (OSI model, etc.)Experience with cyber-security - BIG PLUSExperience with SQL and NoSQL database technologies - advanced data retrieval queries Experience with Programming Languages (python) - PLUSExperience with data visualization tools (Tableau, Qlik, PowerBI, etc.) - PLUSExcellent communication skills, oral and writtenAnalytical mind and problem-solving aptitudeAbility to work independently and manage own scheduleAutodidactism and eagerness to learn new things
"
369,Data and Analytics Compliance and Operational Risk Testing Analyst Lead,USAA,TX,San Antonio,$68k-$124k,"San Antonio, TX",https://www.glassdoor.com/partner/jobListing.htm?pos=1218&ao=483625&s=58&guid=00000171480919da8e183ff8b2462ba3&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_87c90654&cb=1586051488554&jobListingId=3544910748,"Purpose of JobJob Requirements
Develops the steps needed to test and/or analyze compliance with complex policies/procedures and laws/regulations. Serves as a subject matter expert in a specific subject/business area and provides guidance to team members on complex issues.Leads and manages a grouping of tests to ensure operational risks and compliance requirements are adhered to.Reviews and executes, as needed, work papers to support conclusions of test findings.Provides input on allocation of resources to complete testing activities.Performs complex qualitative analysis of data. May develop executive briefs and present to key internal and external stakeholders. Builds, develops, and maintains relationships with the business and internal control partners (Audit, Risk & Compliance, Legal) to facilitate collaboration between all lines of defense for testing.
Minimum Requirements:
Bachelor's Degree Or 4 additional years of related experience beyond the minimum required may be substituted in lieu of a Degree.8 or more years of relevant work experience (internal/external audit, operational risk/compliance testing, quality assurance)Expert knowledge of relevant industry regulations and regulatory compliance in a specific area.Demonstrated experience interpreting and applying federal and state laws and regulations and guidance or operational risk principles/concepts. Advanced knowledge of testing techniques and data analysis principles, as well as the ability to interpret subsequent results. Demonstrated ability to communicate effectively at all levels of management.Advanced knowledge of Microsoft Office tools to include Word, Excel and PowerPoint.
Preferred Requirements:
6 or more years experience in the data analytics/management or information technology function.Bachelor's degree in Math, Computer Science, or a related field.SQL Skills.Experience reviewing complex and unique requirements, comprehensive data structures and sources, and technical standards to address appropriate business solutions.
RelocationavailableFor Internal Candidates:Last day for internal candidates to apply to the opening is 3/17/20 by 11:59 pm CST time."
