,Name,Company,State,City,Salary,Location,Url,Description
488,Sr. Analyst - COE Data Analytics,Tiffany & Co.,"New Jersey, United States",Parsippany,,"Parsippany, New Jersey, United States",https://www.linkedin.com/jobs/view/sr-analyst-coe-data-analytics-at-tiffany-co-1737802843?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=14&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['The Senior Analyst, COE Data Analytics is part of the ', 'Center of Excellence (COE)', ' in the Global Trade & Logistics (GTL) organization. This new role requires passion in data analytics to meet the wider Tiffany business goal of becoming the next generation luxury jeweller. The Senior Analyst will primarily support the Global Logistics and Global Customs COEs with ', 'reporting needs', ' and ', 'data insights', '. He/She will develop the global control tower view on key customs and logistics metrics such as cost, speed, compliance and continuity.', 'The Senior Analyst, COE Data Analytics reports to Senior Director, Global Trade & Logistics and is supported by solid and dotted line peers in the Business Partnering teams. The geographical scope of this role is global, covering 35 Tiffany-owned countries.', 'Current Highlights Of This Accountability Include', ' Data, Dashboard & Process Innovation (60%) ', ' – Drive globally consistent methods of ', 'designing', ', ', 'capturing', ' and ', 'analysing', ' data and keeping it evergreen with the least amount of maintenance.', ' Designing the best way of capturing shipment-level details for 4 million annual shipments per year, then making them available for business intelligence (BI) tools ', ' Designing a holistic process to maintain and push out an evergreen store addresses into various Tiffany systems to reflect new, closed and relocated stores. This involves understanding the nuances of billing, consolidation, front-of-house, back-of-house and warehouse addresses. ', ' Relentlessly driving automation opportunities for labour- and paper-intensive aspects of customs compliance activities around the world ', ' Designing a holistic process to maintain an evergreen slate of account numbers for multiple carriers across hundreds of locations, reducing the number of account numbers as much as possible to reduce invoicing complexities ', ' Designing “one-click” reporting metrics that enables the compliance, speed and cost of carriers across multiple countries to be compared on an apples-to-apples basis ', ' Partnering Finance to maintain freight GL account and vendor setup so that the GL and Trax data is a single source of truth for freight spend ', ' Partnering Finance to develop an efficient invoice review workflow to identify wrongly billed shipments, persistent shipment creation errors, expensive/problematic lanes etc ', ' Maintaining the technical design of Complete Shipping and warehouse management systems to ensure that it caters to the logistics needs of the business ', 'Current Highlights Of This Accountability Include', ' Thought Leadership & Team Education (30%) ', ' – Provide thought leadership on data analytics and process improvement principles to the GTL Business Partnering teams and COE teams.', ' Evangelising the importance of data and strong processes throughout the global GTL organisation ', ' Cross-training the Customs COE and Business Partnering teams on data and systems in a practical and digestible manner ', ' Creating regular bite-size learning opportunities for the GTL and wider Distribution organisation to inspire new ways of doing old tasks, particularly by using cloud-based workflow tools ', ' Creatively raising awareness of data pitfalls and insights through webinars, “Did you know?” campaigns, Sharepoint sites, Yammer and other social channels ', 'Current Highlights Of This Accountability Include', ' Project Support (10%) - ', ' Working with the COE teams to implement technical projects that drives sales and is value for money.', ' Actively dissecting shipment and customs data to develop recommendations ', ' Developing forecast capabilities (both volume and cost) for fast-moving, significant and unpredictable business segments ', 'Required', ' Qualifications: ', ' Bachelor’s degree and above, with a numerical emphasis ', ' 4-6 years’ experience in a data- and process-intensive role ', ' Experience with Lean Six Sigma and process improvement principles ', ' Well versed in huge datasets, BI analytics / visualisation tools (Business Objects, Tableau, PowerBI, PowerPivot etc), and preferably practical experience in Visual Basic and SQL language. ', ' Superuser level of IT skills, demonstrating a strong desire to learn how systems interconnect with one another and move mundane tasks to one-click macros ', ' Able to deal with uncertainty and make decisions based on best available info ', ' Strong interpersonal skills, with a genuine interest in working across cultures and pre-empting “lost-in-translation” situations ', ' Able to find ways to effectively work with a global / virtual team ', 'Preferred', ' Experience multi-jurisdictional logistics or customs role ', ' Experience with high-value retail merchandise, armored carriers or specialized supply chains ', ' Experience with implementing logistics IT tools (e.g. freight audit vendor software and carrier selection software) in an E-Commerce-centric environment', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Distribution', 'Industries', 'Apparel & Fashion', 'Luxury Goods & Jewelry', 'Retail']"
489,Senior Data Analyst - Partner Analytics,McKinsey & Company,"Georgia, United States",Atlanta,,"Atlanta, Georgia, United States",https://www.linkedin.com/jobs/view/senior-data-analyst-partner-analytics-at-mckinsey-company-1781885817?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=15&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Apply Now', 'Qualifications', ""Bachelor's or advanced professional degree with a focus in data analytics, mathematics, computer science, statistics, econometrics, or social science-organizational-operations research"", '1-3 years of relevant professional experience in analytics performing exploratory data analysis to understand the characteristics of a data set and identify patterns', 'Ability to intuit, understand and communicate the meaning of data analyses with individuals in a wide range of strategic and operational roles, in both written and oral form', 'Familiarity with software development methodologies like Agile, including issue/workflow tracking tools like Jira and Trello and version control tools like git and GitHub', 'Proficiency in SQL, including experience retrieving data from relational databases', 'Advanced skills with Microsoft Excel, including manipulating large datasets', 'Depth of experience with advanced analytical tools such as Tableau and R (preferred), Python in addition to other advanced analytics packages ', 'Intuitive understanding of what the analysis implies and how it would be affected by changes in assumptions', 'Comfort dealing with ambiguity, making assumptions, and drawing conclusions', 'Ability to work effectively under pressure and with shifting priorities', ""Who You'll Work With"", 'You will be based in Atlanta and will be part of the Partner Analytics team. This group provides vital insights across the Partner talent journey and related transitions including election and evaluation, retention, changes in professional tracks, departures, performance statistics, and leadership roles. We support firm-wide personnel committees and high priority strategic projects that directly contribute to the development of the Partnership and support our firm’s People mission to build a great firm that attracts, develops, excites, and retains exceptional people.', 'The team is a group of bright, generous, and driven colleagues with varied backgrounds focused on driving insight and action around key strategic people issues at McKinsey. We work in a highly collaborative environment, and partner with other teams within the firm, including People Analytics and Measurement (PAM), Partner Personnel Committees, and Partner HR.', ""What You'll Do"", 'You will focus on analytics related to global Personnel Committees that are responsible for Partner elections and performance evaluations.', 'This includes reporting to support committee operations and ad-hoc analyses. You will also be responsible for on-site analytical support at global review meetings including statistical dashboards, and post-meeting outcomes reporting to firm leadership.', 'In this role, you will help our top leaders continually improve their understanding of the composition and performance of our Partnership and evaluee populations. You will support other projects to expand your exposure and experience with Partner talent data and insights.', ""You will develop fluency in our people systems and partner data logic and combine this with your analytical knowledge to help translate rigorous analysis into solutions. You will communicate the results of the analyses to the team's internal clients, helping them understand the results and suggesting potential actions supported by the results. This includes preparing high-impact reports and sharing analytic findings in both written and oral formats."", 'You will proactively drive areas for technical improvement and innovation. This includes being involved in the transition from Excel based delivery to more dynamic and self-serve platforms. You will help to continually improve our Partner data approaches and anticipate future needs.', 'You will serve a variety of internal firm clients, including the Chief People Officer, Personnel Committee Chairs, People Committee, and other McKinsey stakeholders and communities.', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Consulting', 'Analyst', 'Industries', 'Human Resources', 'Management Consulting', 'E-Learning']"
490,Data Analyst,SimpleTire,"Pennsylvania, United States",Feasterville-Trevose,,"Feasterville-Trevose, Pennsylvania, United States",https://www.linkedin.com/jobs/view/data-analyst-at-simpletire-1745292110?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=16&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Company Overview', 'SimpleTire is the Fastest Growing Automotive Brand in America according to Inc. Magazine 2019 All Star Entrepreneurs with over 1200% growth in three years!', 'SimpleTire was co-founded by Andy and Josh Chalofsky and Kenny Pratt. They shared a common vision to create a company that offers customers the largest selection of tires at the best price on new tires for every vehicle with free shipping, in a painless, ""simple"" tire buying process.', ""In 2012, the trio successfully converted the traditional business model to a technology-driven model, linking independent tire distributors and installers across the country into a seamless e-commerce network, creating SimpleTire. Today, SimpleTire's network stretches across the country with more than 3,000 independent supply points and over 10,000 installation centers."", 'SimpleTire employs nearly 100 people in our headquarters located in the greater Philadelphia area. We are proud of the culture we have created where every team member plays an integral role in the company\'s success. In 2019 the Company was named a ""Best Places To Work"" finalist by Tire Business Magazine and in 2020 was awarded ""Top Workplace in the Delaware Valley by the Philadelphia Inquirer.', 'As a Data Analyst, reporting to the Director of Business Intelligence and Analytics, your job would involve:', 'Modeling & Analysis', 'Monitor and model behavior and characteristics of business processes within the organization', 'Efficiently and expertly utilize tools for statistical computing such as Python software environment, extracting data from multiple data sources.', 'Identify trends and determine successful behaviors as well as opportunities to change for the better.', 'Collect and curate data needed for research, especially data that is internal to the organization.', 'Create dynamic visualizations in PowerBI', 'Provide ad-hoc analysis utilizing Alteryx, SQL, and PowerBI', 'Document business processes and data flows', 'Apply key controls during the data extraction, aggregation and transformation processes; assess deficiencies immediately via timely follow ups and remediation of data integrity/quality issues across the business', 'Support Projects', 'Foster collaboration and open dialogue with key stakeholders to ensure all parties perceive the need', 'for improvement and have clear expectations for project outcomes.', 'Follow through on project plans and deliverables according to stakeholder and organizational needs', 'Ensure project documentation and status are created and communicated timely', 'Build relationships that help drive progress of project plans and timelines', 'Produce regular reporting and analysis; ensure reporting validated utilizing standard methodologies', 'Manage the design, support and maintenance of analytic tools and reporting related to operational and', 'program-specific metrics', 'Document, update, and analyze business processes, as assigned. Ensure processes are updated', 'routinely, are appropriately representative and drive action within the organization.', 'Position Requirements', 'Computer Science/information systems degree and/or equivalent work experience in a quantitative discipline such as Operations Research, Mathematics, Statistics, Economics, Decision Science or Engineering.', 'Proficient in system and data analysis tools including spreadsheets, SQL, and visualization tools such as PowerBI', 'Experience utilizing Python for data engineering and data analysis', 'Ability to define problems, collect data and draw valid conclusions', 'Detail oriented, problem solver and able to multitask', 'Works with a sense of urgency and is able to work independently with minimal supervision', 'Adaptable, resourceful and has creative problem-solving skills', 'Benefits And Perks', 'Excellent medical, dental, vision, STD, LTD, Life Insurance, 401k, PTO', 'Company sponsored events, casual dress code, free snacks, corporate discounts, free parking', 'e8pjnlL8tr', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Marketing and Advertising', 'Internet', 'Consumer Goods']"
491,Data Analytics,Zealogics LLC,"New York, United States",New York,,"New York, New York, United States",https://www.linkedin.com/jobs/view/data-analytics-at-zealogics-llc-1771878673?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=17&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Primary Responsibilities:', ' Support DA leads aligned to each of the audit groups in audit execution', ' Develop new dashboards or make enhancements to existing dashboards using Qlikview', ' Provide data engineering support for ingestion of different data sources', ' Perform QA of new data feeds or views required for repeatable tools', ' Meet regularly with various audit stakeholders and manage project timelines and milestones', 'Skills Required', ' Minimum of 2 years in a data analytics role', ' Qliview', ' Strong SQL language skills', ' Solid understanding of operating systems (Unix, Windows)', 'Skills Desired', ' Python', ' Experience with Hadoop, DataIKU', ' Excel Macros', ' .NET', 'Hk5mH9Ep5E', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Other', 'Industries', 'Information Technology and Services', 'Computer Software', 'Financial Services']"
492,Lead Data Lake Analyst,Chick-fil-A Corporate,"Georgia, United States",Atlanta,,"Atlanta, Georgia, United States",https://www.linkedin.com/jobs/view/lead-data-lake-analyst-at-chick-fil-a-corporate-1613046870?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=18&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['As a Lead Data Engineer, you will be responsible for leading significant role-specific project work as a part of a larger cross-functional team in support of one or more lines of business. Lead Data Engineers typically leverage and implement pre-defined analytics infrastructure on projects of moderate technical complexity, focusing on developing solutions to data modeling and/or analytics technology needs. They must be able to quickly develop mastery of the needed subject across a specific line of business for which they are responsible. Our Lead Data Engineers typically work with some latitude for action or decisions on specific projects, solutions, or technical issues. They may represent EA in internal conversations and may assist with the selection or oversight of outside vendor partners. Successful candidates for this role must have strong analytical and data modeling skills, a solid understanding of database technology and data use within analytic platforms, and they must have strong programming skills with SQL and/or Python. We expect Lead Data Engineers to have the capacity for fluency and competency in both the technology language of IT and the analyst language of departmental analysts. They will need to be fast learners with a keen eye for detail, systems thinking, and process design. They must be team players who work steadfastly to create impactful change. This is a professional track role.', 'Responsibilities', 'The person who fills this role will be expected to do the following as a part of their regular work responsibilities:', ' Works with business stakeholders and IT to translate business logic into scalable data and analytic solutions. ', ' Develops ETL pipelines for general business consumption, typically leveraging existing patterns as available for specific project execution and building pipelines with scalability in mind. ', ' Implements tool, data, and analytics best practices for specific project execution and advises COPA on such best practices. ', ' Leverages tools efficiently, understanding both Tableau and Alteryx performance (including server) and cloud compute performance requirements and expectations. ', ' Leverages cloud compute resources efficiently. ', ' Owns and is accountable for data model and code quality and any relevant documentation. ', ' Implements data governance and master data management principles across specific project execution. ', ' Performs ad-hoc analysis as necessary to support specific project work. ', ' Drives projects to success and enables others to own the impact. ', 'Minimum Qualifications', ' Has strong analytical and data modeling skills ', ' Has a solid understanding of database technology ', ' Has a solid understanding of analytic platform data use ', ' Has strong programming skills in SQL and/or Python ', ' Has the skill to partner with cross-functional teams using strong written and verbal communication ', ' Fast learner and proven problem solver ', ' Keen eye for system thinking and process design, especially with respect to scalability and automation ', ' Keen eye for detail and thoughtful investigation of data ', ' Has a steadfast focus on creating impactful change ', 'Preferred Qualifications', ' Has some experience using the AWS big data technology stack ', ' Has moderate experience with Alteryx or similar ETL platforms ', ' Has moderate experience with Tableau or similar data visualization tools ', 'Has some experience implementing data governance principles', 'Minimum Years Of Experience', '3', 'Travel Requirements', '10%', 'Required Level Of Education', ""Bachelor's Degree"", 'Preferred Level Of Education', 'Masters Degree', 'Seniority level', 'Not Applicable', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Consumer Goods', 'Hospitality', 'Restaurants']"
493,Data Analyst II,CoventBridge Group,"Iowa, United States",Des Moines,,"Des Moines, Iowa, United States",https://www.linkedin.com/jobs/view/data-analyst-ii-at-coventbridge-group-1799233759?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=19&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Data Analyst II - REMOTE ', 'Company Overview', 'CoventBridge Group is the leading worldwide full-service investigation solutions company providing: Surveillance, SIU and Compliance, Claims Investigation, Counter-Fraud Programs, Desktop Investigations, Social Media, Record Retrieval, Canvasses and Vendor Management programs. With offices in the UK and U.S. the company provides top tier data privacy and security practices, deploys robust case management technology customized to clients’ needs and delivers worldwide coverage via its 1000 employees and affiliates worldwide.', 'About The Opportunity', 'The Data Analyst II will primarily be responsible for p erforming in-depth evaluation and analysis of potential fraud cases and requests for information using claims information and other sources of data. In addition, it will support the development of complex cases that involve high dollar amounts, sensitive issues, or that otherwise meet criteria for referral to law enforcement, recoupment of overpayment, and/or administrative action based on reactive and proactive data analysis.', ""In assuming this position, you will be a critical contributor to meeting CoventBridge Group's objective: To provide services to our clients that exceed their expectations and contribute to improved healthcare delivery by identifying and eliminating fraud, waste and abuse."", 'The Data Analyst II position will report to the Data Supervisor and will work in our Grove City, OH office or if not local, remotely from a home office.', 'Responsibilities', ' Work with local management, investigators, and analysts to provide reactive and proactive case development support and to fulfill law enforcement data requests. ', ' Communicate effectively with internal and external customers, including federal law enforcement officers. ', ' Validate data analysis results and analytically identify potential fraud, waste and/or abuse situations in violation of Medicare/Medicaid laws, guidelines, policies, and regulations. ', ' Support management requests for CMS reporting requirements. ', ' Utilize data analysis techniques to detect aberrancies in Medicare/Medicaid claims data and proactively seeks out and develops leads and cases received from a variety of sources including CMS and OIG, fraud alerts, and referrals from government and private sources. ', ' Work with Statisticians and Data Analysts to provide proactive data analysis results with statistically high probabilities of producing case referrals to law enforcement, overpayments, and/or administrative actions. ', ' Prepare, develop and participate in provider, beneficiary, law enforcement, or staff training as related to Medicare fraud, waste and/or abuse data analysis. ', ' Maintain chain of custody on all documents and follow all confidentiality and security guidelines. ', ' Comply with and maintains various documentation and other reporting requirements as needed. ', ' Perform other duties as assigned. ', 'Requirements', '2 years’ experience in data analysis as well as demonstrated knowledge of health care and claims or a combination of education and equivalent work experience. ', ' Demonstrated knowledge of various database management systems in order to input, extract or manipulate information. ', ' Demonstrated experience and knowledge of health care information (health claims data; specifically, Medicare and Medicaid, ICD-9-CM and ICD-10-CM codes, physician specialty codes, pharmaceutical data including NCPDP file formats and codes, provider identifiers, etc.) is preferred. ', ' Have high proficiency level with MS Access and MS Excel. ', ' Requires a working knowledge of SAS and/or other applications to perform various types of data analysis. ', ' Knowledge of Medicare and Medicaid rules and regulation is a plus. ', 'Educational Qualifications', ' Bachelor’s degree in statistics or related discipline with preference given to MA or MS recipients, and at least (2) two years of experience in data analytics. ', ' Associate must have and maintain a valid driver’s license issued by his/her state of residence. ', 'Benefits', ' Medical, Dental, Vision plans ', ' Life, LTD and STD paid by the employer ', '401(k) with company match up to 4%', ' Paid Time Off and company paid holidays ', ' Tuition assistance after 1 year of service ', 'CoventBridge is proud to be an EEO-AA employer M/F/D/V and maintains a Drug-Free Workplace.*', ' IND123', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Insurance', 'Financial Services', 'Hospital & Health Care']"
494,Data Analyst,CRGT Inc.,"District of Columbia, United States",Washington,,"Washington, District of Columbia, United States",https://www.linkedin.com/jobs/view/data-analyst-at-crgt-inc-1810963658?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=20&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Data Analyst 3 Job Location(s) US-DC-Washington Job ID 2020-9979 LCAT Data Analyst 3 Work Status Full-Time Regular Job Description', 'Are you looking for a new and exciting career opportunity?', 'Join our award-winning organization and work with some of the most talented minds within our Enterprise Technology and Innovation teams. As a Salient CRGT employee, you get to be part of a best performing team supporting our nations most critical missions.', 'Why Salient CRGT ?', 'Were passionate about the inspirational missions of our customers and we entrust our employees and teams to deliver exceptional performance to enable the safety, security, health and well-being of our nation. We provide the tools and resources to help you be successful, and our culture fosters an environment in which idea sharing and collaboration is essential. Are you ready to make a difference?', 'Salient CRGT has an immediate need for a Data Analyst (SQL, ETL, Data Modeling) to join our data governance and management services team in Washington, DC. This is an exciting opportunity to work in a fast-paced team environment that utlizes innovative approaches to support our client in an agile environment using emerging technologies. Role of the data analyst is to help identify data dependencies, perform data modeling, data mapping and help with SQL query optimization. Analyst will also be expected to build ETL logic/model.', 'Qualifications', 'Required Qualifications', ' Over 5 years of experience as a Data Analyst / ETL/ BA, with responsibilities in data analysis with focus on Data Warehouse, Process/Data Modeling, Business Intelligence, reporting systems, data quality including ETL, and full life-cycle development. ', ' Over 5 years of experience in Data Transformation, Metadata, Data Dictionary, Data Loading, Modelling and Performance Tuning. ', ' Thorough understanding of Dimensional modeling and Relational modeling ', ' Adept at writing Data Mapping Documents, Data Transformation Rules and maintaining Data Dictionary. ', ' Worked closely with Data modelers and Architects extensively on Data Modelling and Data Migration. ', ' Worked extensively with Erwin, Visio and ER Studio for Dimensional Modeling and Data Migration projects. ', ' Vast experience of working in the area of data management including data analysis, gap analysis and data mapping including querying the source and target tables in the database using SQL for testing purposes. ', ' Design and develop database models for the operational data store, data warehouse, and federated databases to support client enterprise Information Management Strategy. ', ' Experience in organizing and conducting JAD sessions with product owners, SMEs, stakeholders and end users to elicit and analyze business requirements and functional specifications. ', ' Extensive experience conducting GAP analysis and managing the development of technical specifications. ', ' Extensive experience in Process/Data Modeling, Quality Assurance/Testing of both client and server side and data warehousing applications. ', ' Experience using pivot tables and VLOOKUP function for analyzing and generating reports. ', ' Hands on experience on complete Software Development Life Cycle SDLC for the projects using methodologies like Agile, RUP, Waterfall, and hybrid methods. ', 'Technical Skills', ' Programming languages: SQL, PL/SQL, HTML, JSON, JavaScript, XML ', ' Databases: Oracle, SQL Server, MS Access, Informix ', ' Data Modeling: ERWIN, MS Visio, ER Studio ', ' Methodologies & Frameworks: Agile/Scrum, Water Fall Model ', ' Web Servers: TESTING SOAP UI ', ' Operating Systems: UNIX, Linux, Windows ', ' BI Tools: SAP business objects, Tableau, Data Services, Informatica ', 'Education Requirements', ""Bachelor's Degree in computer science, information system or related field"", 'Desired Qualifications', 'Salient CRGT is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, age, sex, sexual orientation, gender identity or expression, veteran status, disability, genetic information, or any other factor prohibited by applicable anti-discrimination laws', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Finance', 'Accounting/Auditing', 'Finance', 'Industries', 'Banking', 'Insurance', 'Financial Services']"
495,Business Data Analyst,Cloudious LLC,"Connecticut, United States",Hartford,,"Hartford, Connecticut, United States",https://www.linkedin.com/jobs/view/business-data-analyst-at-cloudious-llc-1791697358?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=21&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Hi, This is Mideen from Cloudious LLC. We are currently hiring for Business Data Analyst for one of our direct client at Hartford, CT for Contract position.', 'Business Data Analyst Hartford, CT Long Term contract Cognizant the Hartford Insurance 10+ Yearsrsquo experience Strong in PLSQL', 'Thanks', 'Regards Mideen Mideencloudious.com 408-462-6020', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Information Technology and Services']"
496,Product Data Analyst,Quest Groups LLC,"California, United States",San Francisco,,"San Francisco, California, United States",https://www.linkedin.com/jobs/view/product-data-analyst-at-quest-groups-llc-1804131273?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=22&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['**Local Bay Area Candidates Only**', ' ', ""**Can't do H1B Sponsorships or Visa Transfers at this time."", ' ', ' ', 'What will you do?', ' ', 'Slice and dice an enormous amount of data to gain insight on how to improve our products ', 'Look at complex problems and come up with testable algorithms to optimize the platform ', 'Develop theories that can be explored with analysis to help us improve ', 'Plan, monitor and analyze split tests in the platform with statistical rigor ', 'Set up BI tools and regular reporting services and interfaces ', 'Deliver charts and graphs with actionable decisions ', 'Live and breathe SQL ', ""Enjoy great teamwork, have lots of fun, and take pride in building a world-class product that makes a difference on people's lives "", ' ', ' ', 'Requirements', ' ', 'BSc/MA in a quantitative discipline such as Statistics, Math, Economics, or Engineering ', 'At least 2 years of experience in a quantitative data analysis role with a DTC (direct to consumer) product ', 'Experience analyzing large and complex data sets to drive business insights and decisions ', 'Knowledge of statistics ', 'SQL experience ', 'Experience with BI tools\xa0like Tableau and Looker ', 'Great grasp of numbers with love for data and analytics ', 'Tech savvy ', 'Excellent communication (oral and written), attention to detail, time management and organizational skills ', ' ', 'Bonus ', '(great to have but not required): ', 'Experience with web based products ', 'Experience in or supporting a growth team ', 'Coding experience ', 'R or other statistical language', 'Seniority level', 'Director', 'Employment type', 'Full-time', 'Job function', 'Analyst', 'Industries', 'Computer Software']"
497,Research Data Analyst 1,"U.S. Security Associates, Inc.","California, United States",San Diego,,"San Diego, California, United States",https://www.linkedin.com/jobs/view/research-data-analyst-1-at-u-s-security-associates-inc-1812411535?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=23&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['UCSD Layoff from Career Appointment: Apply by 3/19/20 for', 'consideration with preference for rehire. All layoff applicants should', 'contact their Employment Advisor.', 'Special Selection Applicants: Apply by 3/31/20. Eligible Special', 'Selection clients should contact their Disability Counselor for', 'assistance.', 'Description', '===========', 'We are offering a fully-funded position for a data scientist to use', 'and develop strategies for the segmentation and analysis of biomedical', 'images (involving deep learning, high-throughput large scale data', 'analysis), with particular focus on brain wiring and synaptic', 'structures. Information about biological structures will be extracted', 'from microscopy images and parameters will be used to study', 'fundamental organization principles of the brain. The project will be', 'conducted at the National Center for Microscopy and Imaging Research', '(NCMIR) at the UCSD School of Medicine. NCMIR is using cutting-edge', 'approaches for 3D microscopy of the cellular ultrastructure, applied', 'to neurobiology and cell biology, incorporating equipment and', 'developing software that expands the analysis of 3D structure.', 'Minimum Qualifications', '======================', ""Bachelor's degree in related area and/or equivalent"", 'experience/training.', 'Acquiring knowledge of research function. Acquiring ability to', 'perform research analysis duties.', 'Expertise in Python is essential, bash scripting.', 'Use of source control systems including Git will be required.', 'Experience with GitHub, Docker for reproducible code; Jupyter', 'notebooks.', 'Experience with image analysis packages (e.g. scikit-image,', 'OpenCV).', 'Acquiring statistical analysis, systems programming, and database', 'design skills to perform research analysis duties. Training in', 'Computer Science, Data Science, Computational Neuroscience or a', 'related field. Experience working with statistical software and', 'packages.', 'Ability to effectively manage time and see assigned parts of', 'projects through to completion on deadline.', 'Basic consultation and communication skills. Effective', 'communication and organization skills across domains as well as', 'the ability to work independently and as part of a team. Be highly', 'motivated, enthusiastic, and detail-oriented.', 'Must be opened to learning new techniques and methods. Strong', 'problem-solving and analytical skills and to work with a', 'scientific team supporting the throughput of neuroscience and', 'biology projects. A strong drive to enable open, reproducible', 'research.', 'Time-management, multitasking and the ability to work under', 'pressure in a fast-paced research program.', 'Preferred Qualifications', '========================', 'Use or development of RESTful APIs.', 'Knowledge in C++, Java.', 'Biomedical image analysis software (Fiji, Amira).', 'Written and verbal fluency in both English and Spanish.', 'SPECIAL CONDITIONS', '==================', ' Employment is subject to a criminal background check.', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Research', 'Analyst', 'Information Technology', 'Industries', 'Nonprofit Organization Management', 'Financial Services', 'Hospital & Health Care']"
498,Data Analyst,Expertise,"California, United States",Los Angeles,,"Los Angeles, California, United States",https://www.linkedin.com/jobs/view/data-analyst-at-expertise-1783264024?refId=7164d83e-9c07-4687-8b18-644b06fc41eb&position=24&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,"['Data Analyst', 'Expertise.com connects over 8 million consumers annually to the best local experts in their area, whether they need a dog walker, financial advisor, or wedding photographer. With over 200,000 providers across more than 200 different industries, we dive deep into figuring out what makes a professional the best in their area of expertise and how to help the reader find the professional best for them.', ""We're looking for a Data Analyst based in the Los Angeles (Encino) area to join full-time. You will be joining Expertise.com at a formative time where there is large amounts of data being gathered (including site analytics, Google rankings, marketing operations, and more), but little of it exposed to the business. You will play a major role in tapping into this data to help shape & define the business strategy and execution plan going forward."", ""What You'll Do"", ' Influence business strategy by discovering and exposing compelling data insights ', ' Translate data insights into actionable recommendations, balancing strategic objectives and tactical optimization ', ' Ensure data integrity by testing and comparing similar data sources ', ' Build and refine models to support business growth, such as pricing and forecasting ', ' Consult with business leaders in Sales, Marketing, Operations, Content and other team members, helping define the business strategy ', ""What It'll Take"", '2 to 5 plus years of experience in a data-oriented role ', ' Highly skilled in building queries using SQL & analysis in Excel ', ' Experience building visualizations in tools such as Tableau, Qlikview or PowerBI ', ' Experience with Salesforce SOQL (APEX is a plus) ', ' Experience with Python and API creation a plus ', ' Must be intellectually curious, extremely detail oriented and passionate about learning new technologies ', ' A hands-on, team player with a positive outlook, an entrepreneurial spirit, the capacity to thrive in ambiguity, and the willingness to adapt to the needs of the business ', ' Ability to work with diverse remote teams. ', ' B.S. in engineering, economics, applied math, stats or any other quantitative field (preferred)', 'Who We Are', "" We're a small but rapidly growing team driven by a bias-to-action mentality, balanced with a sense of humor. "", ' We love to problem-solve creatively while keeping a sharp focus on the important drivers of the business. ', "" We prioritize relentlessly to ensure that whatever we're working on is vital to our business' growth "", "" We're results-focused, but not afraid of failure as we lean into change and pursue our goals. "", "" We're open to new ideas and not afraid to break the status quo"", 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Marketing and Advertising', 'Online Media', 'Internet']"
