Job Title,Location,Company,Salary,Description,Source
Data Analyst,"Ava, MO 65608",Missouri Ozarks Community Health,None,"Missouri Ozarks Community Health is currently accepting applications for a full time Data Analyst.
This entry level position will be based from our Ava, MO location.
Responsibilities:
Organizing, preparing, and analyzing various quality data sources and metrics as related to MOCH’s Clinical Quality Improvement (CQI).
Grants, and risk/incentive based contracts.
Participate in quality improvement initiatives, be an integral part of improving overall clinical quality measures, and participate in clinical quality improvement programs.
Must possess the ability to review, analyze, and present data related to various CQM sources, including but not limited to HRSA UDS, Meaningful Use, and HEDIS.
Bachelor’s degree in Business Administration or a related field required. Ability and experience to execute, maintain, and troubleshoot existing scripts and reports developed using SQL, Microsoft Excel, or other analytics tools a must.
Competitive pay and benefit package available!! Interested candidates may submit resume to jowens@mo-ozarks.org, apply through our website, or visit at any of our 6 clinic locations!",Indeed
Associate Data Analyst,"Longmont, CO 80503",Intrado,None,"Associate Data Analyst
- 127748

Intrado is looking for an Associate Data Analyst to add to its team in Longmont, CO. The core focus of this position will be responsible for performing basic, routine data entry tasks including address, telephone, and error correction updates associated with E9-1-1 database maintenance; answer telephone calls daily from customers and respond to messages in a timely manner; research and resolve all types of errors resulting from Service Order Processing (SOI) and No Record Found (NRF) incidents within contractually specified time frames; update telephone numbers (TNs) and Master Street Addressing Guide (MSAG) records, as required.

So, if you’ve been waiting for an opportunity with a multi-billion-dollar company that will allow you to fuse insightful thinking with disciplined execution in order to achieve breakthrough performance, then what are you waiting for? Get your application in today and let’s get started on something BIG.

Education
High school diploma or GED required.

Experience
Minimum one-year data collection or data entry experience required.


Other
Basic knowledge of MS Word, PowerPoint, Excel, and Outlook required.
Must successfully meet minimum score on data entry test.

Connecting people with each other and the right information is mission-critical. Intrado, formerly West, develops innovative cloud-based technology to make it easier, more effective and more efficient to make the right connections. Our solutions put people in sync with each other and the right information, so they gain the insight needed to reach better decisions on the issues that matter most. And we do it with a laser focus on reliability. leading provider of technology-driven, communication services, serving Fortune 1000 companies and other clients in a variety of industries, including telecommunications, retail, financial services, public safety, technology and healthcare. For more than 20 years, we have been leading the way in hosted and cloud-based solutions. We focus on four complementary components of the UC spectrum: Conferencing & Collaboration, Managed Voice, Network Services and Digital Media Services
Intrado Digital Communications Services, formerly a part of Nasdaq corporate solutions, provides additional Public relations solutions so clients can access the latest innovations in communications technology, including reach and engage media, investors, employees and key stakeholders, and gain actionable insight into the performance of their campaigns and communications.
Applications will be accepted through 4/6/2020.
Equal Employment Opportunity/Veterans/Disabled



PLEASE NOTE:
Intrado has strict background check requirements both pre-employment and throughout employment.
Depending upon the position and/or access required, applicants and personnel may be required to successfully complete additional background checks including, but not limited to customer background checks, Criminal Justice Information Services certification, and criminal history check, fingerprinting and training.
The company also runs a motor vehicle record check as part of the background check process.
The Company conducts pre-employment drug screening and periodic screening during employment.
Marijuana remains an illegal drug under Federal law. We have Federal contracts that require us to be compliant with the Federal Drug Free Workplace Act.
Intrado is a tobacco-free workplace.

Job Operations
Primary Location United States-Colorado-Longmont
Organization West Safety Services USA
Schedule Full-time

Job Posting 03/30/2020, 12:15:00 PM",Indeed
Data Analyst I,"Atlanta, GA",Ventiv Technology,None,"SUMMARY:
Ventiv Technology is currently seeking a passionate Data Analyst to join our team in Atlanta. The successful candidate will provide support to Project Managers and the Account Management team in the implementation and ongoing support of Ventiv products.

DUTIES AND RESPONSIBILITIES:
Work with Project Manager and Business Analyst to understand data mapping design requirements; translate business requirements into technical specifications
Design, build and deploy effective ETL processes
Identify and test for bugs and bottlenecks in the ETL solution
Use a variety of techniques for resolving problems; escalates trouble cases as necessary to appropriate management and support personnel.
Perform root cause analysis on all processes and resolve all production issues and validate all data and perform routine tests on databases and provide support to all ETL applications
Use a high degree of patience and problem management techniques to solve problems.
Consult solution bases to optimize problem resolution.
Research, resolve, and respond to questions received via telephone calls, emails, and other tools in a timely manner, in accordance with defined standards.
Answer questions and recommend corrective services to address customer challenges.
Communicate issues and budget concerns to Manager and Project Manager/Account Manager
Other duties as assigned.
EDUCATION

Bachelor's degree in Computer Science, Information Systems or related discipline or equivalent experience
KNOWLEDGE AND EXPERIENCE

3+ years of Oracle experience
3+ years of PL SQL experience and Sql server
Domain - Insurance preferred
Utilize ad-hoc techniques to perform on-the-fly analysis of data
Experience designing and building complete ETL processes
Experience in the identification of data quality
Ability to work cross-over hours with Offshore team",Indeed
Research Analyst,"Nashville, TN",TARGOZ MARKET RESEARCH,None,"You’re smart, follow the news and current affairs, enjoy crunching numbers, and can tell a story using data. To you, R and SPSS are more than just letters of the alphabet.
You’re interested in being rewarded for your efforts and getting your start in market research.
If this sounds like fun to you, we should talk.
Tell us why your skills and experience are relevant to this role at Targoz and why you’re interested in marketing. We want to see your personal style, what makes you tick, and why you think this is a great opportunity.
More about the Research Analyst
The Market Research Analyst performs research and gathers data to support clients and our products. A successful candidate will be able to autonomously analyze data, trends, and strategies and explain why the information is important to our clients. You will also be able to help market our products to prospective customers.

Duties include but are not limited to:
Compile and analyze statistical data
Interpret data, formulate reports, and make recommendations
Deliver sales presentations, marketing materials, and develop clients
Education and Experience required:
A Bachelor’s degree in marketing, economics, statistics, or related field
Advanced knowledge in Microsoft Office Suite (Excel, PowerPoint, and Word)
Effective written and oral presentation skills
An expert Excel user and proficient in statistical modeling software like R or SPSS
Detail oriented, responsible, and highly motivated
Excellent verbal and written communication skills

Knowledge, Skills, and Abilities preferred:
You’re experienced in marketing, market research, presentation development, and reporting research results
You studied statistics or have conducted original research using quantitative and qualitative techniques
You’re a strong writer and communicator
Quizzing 10 strangers in a windowless room for 90 minutes doesn’t scare you and actually sounds like fun
You’re interested in human behavior and how to influence opinion",Indeed
Data Analyst,"Carlsbad, CA",Cisco Systems,None,"What You'll Do
Do you love working with data? Are you passionate about turning complex data into information, information into insight, and insight into business decisions? Then the Cisco Customer & Partner Data Operations team may be an exceptional opportunity for you. In this role, you will:
Build, update, and maintain Tableau and Power BI dashboards
Perform ad-hoc data analysis to answer specific business questions and audit data quality
Build and maintain Python data pipelines in support of analytics projects and reports
Build, maintain and support data-driven applications and related infrastructure
Identify, analyze, and interpret patterns in complex data sets
See opportunities for innovation and automation of internal processes
Share knowledge and insights through documentation, presentations, and demonstrations for business and technical users
Have a solid focus on internal customers, professional demeanor, and high intellectual curiosity with the ability to learn new concepts/frameworks and technology rapidly as changes arise. Who You'll Work With
On this team, we interface between technical and business teams to solve problems. We work with management to prioritize their business and information needs. We partner with technical and support teams to implement data pipelines, automate business processes, and analyze program and performance metrics. We work to break down information silos and support each other to accomplish our goals and grow our skills.

Minimum requirements:
BS in Computer Science, Statistics, Mathematics, or related field
3+ years of experience as a business data analyst or a data analyst
Proficient using SQL to obtain and manipulate data
Data visualization experience using Tableau or other BI tools
Knowledge of Python or similar language, especially data processing libraries and techniques
Strong documentation and communication skills We Are Cisco
#WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference. Here’s how we do it.

We embrace digital and help our customers implement change in their digital businesses. Some may think we’re “old” (30 years strong!) and only about hardware, but we’re also a software company. And a security company. An AI/Machine Learning company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do – you can’t put us in a box!

But “Digital Transformation” is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.)

Day to day, we focus on the give and take. We give our best, we give our egos a break and we give of ourselves (because giving back is built into our DNA.) We take accountability, we take bold steps, and we take the difference to heart. Because without diversity of thought and a commitment to equality for all, there is no moving forward.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool.
GEM20",Indeed
Business Analyst,"Dallas, TX 75240 (Far North area)",Insperity,None,"Launched in 2014 and headquartered in Dallas, Texas, our client is a digital giving software company that delivers an enterprise-class system for non-profit leaders around the globe. Its software solution allows non-profit organizations to facilitate any type of online gift in a customized donor experience. They represent nearly 1,000 of the top nonprofit’s in faith, education, and healthcare.
Business Analyst
Our client will expect you to be the primary producer of user stories for enhancements to our client’s product, working closely with Engineering and Customer Success. Your responsibilities will include creating documentation, mockups and storyboards to accurately portray requirements and communicate to the team.
Qualifications:
Bachelor’s degree
4+ years’ experience as a Business Analyst for a product-based company
Strong sense of design and UX
Comfortable with creating data-driven analysis (such as advanced Google Analytics usage and split testing)
Ability to break large scopes into iterative phases that provide incremental value
Prior experience writing requirements for a consumer-facing product
Can present an example of previously produced documentation, mockups or storyboards, and walk the hiring committee through it
Any experience with nonprofit is a plus
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law. #IDIT #ZIT",Indeed
Business Intelligence Analyst,"Roswell, GA 30076",OTR Capital,None,"OTR Capital, LLC is a factoring company dedicated to offering timely, working capital solutions to companies looking to maintain positive cash flow while growing their business. We believe that providing a fun culture and the opportunity for growth creates an energetic and happy employee base, which in turn creates a positive experience for our clients. Our culture is unique and innovative, where we promote from within and believe in performance-based advancements.

OTR has been recognized as a ""Top Workplace"" 4 years in a row by the Atlanta Journal-Constitution!

As a Business Intelligence Analyst, you will be responsible for conducting full life cycle analysis on workflow and data to contribute to long-term company growth. You will work heavily with our proprietary software, as well as third party applications. You will monitor performance and quality control plans to identify efficiencies and areas for improvement.

Daily Responsibilities:
Provide managers across departments with business intelligence reports and other actionable data to help drive informed business decisions
Identify, analyze, and interpret trends or patterns in complex data sets to optimize statistical efficiency and quality
Manage different databases and ensure data is recorded and stored accurately
Work with Tableau, Excel, and other data analysis tools to aggregate data, compile statistics, create models and produce other data visualizations
Filter and ""clean"" data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities
Use Tableau, Excel, and other data analysis tools to clean and aggregate data, compile statistics, and create data visualizations
Assist in the automation of workflows across departments
What we look for:
Bachelors Degree in Business, Finance, MIS, or related field
Proficient knowledge of Excel
Experience working with relational databases
Strong problem solving and teamwork abilities
Outstanding communication and interpersonal skills
Tableau proficiency
Experience coding with Python or R preferred
Experience creating predictive models preferred
Experience writing SQL queries preferred
Our Benefits:

OTR provides a competitive, comprehensive compensation package for our full-time employees:
Medical, Dental, Vision, Life/ AD&D Insurance, Short-Term Disability
Pet Insurance, Paid Family Leave, Employee Assistance Programs
401(k) with Company Matching
Weekly Catered Lunches
12 days of Paid Time Off, 3 sick days, 7 paid holidays
Company Paid Fitness Membership
OTR Mission and Values:

OTR's mission is to create exceptional value for our clients by providing industry leading financing and back office solutions delivered through a blend of outstanding customer service and tech-driven efficiencies, while maintaining a culture that provides the opportunity for employees to achieve greatness.

BE PASSIONATE Conquering the day with energy and heart.

BE INNOVATIVE Always finding new ways to improve our services and technologies

BE LIMITLESS Dedicated to the growth of ourselves, the company, and our clients

BE AGILE Willing and eager to accept new challenges

BE ESSENTIAL Committed to being a strategic partner

BE OTRelite.

OTR Capital, LLC is an Equal Opportunity Employer

#LI-JE1",Indeed
Data Engineer/Analyst,"Charlotte, NC 28202 (Dilworth area)",Vaco,"$100,000 a year","**U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.**

Vaco is seeking a talented Data Engineer to join an innovative Data Analytics team here in the Charlotte area. You will be working with a team to meet data requirements and create data pipelines and dashboards.

Responsibilities:
Troubleshoot data issues reported from customers and internal team
Collect data to onboard new and existing customers: Acquire data from different data sources including database, csv/excel files & gather and maintain data requirements
Collaborate with teams to ensure on-time implementation and deployment of the analytical software product
Work closely with teams to understand their analytical needs, including identifying critical metrics and KPIs for the product and implementations, and deliver actionable insights to relevant decision-makers
Work with internal team and external customers to develop analytics for uncovering insights from data and problem-solving, and develop data dashboard to assist decision-making
Develop Tableau analytics and dashboards according to customer needs and internal requirements
Present findings, or translate the data into an understandable and actionable document.
Required Qualifications:
Proven working experience as a data analyst or business data analyst
Experience with Python highly preferred
Strong knowledge of and experience with data analytics tool (Tableau, Excel), databases (SQL, Postgres, etc)
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information and hypothesize ideas and prove them
Strong attention to detail and accuracy
Strong organization & communication skills
Adept at queries, report writing and presenting findings
Bachelor's degree
Preferred Qualifications:
Experience with ETL tools
**U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.**",Indeed
Marketing Data Analyst,"Lincoln, NE 68508 (Downtown area)",Swanson Russell,None,"Company Description
We’re one of the largest independent agencies in the central Midwest with a successful history and we’ve recently been named one of the area’s Best Places to Work in 2019. We pride ourselves on developing great client relationships, doing big things on their behalf, and having lots of fun along the way. We're looking for someone to join either our Lincoln or Omaha team as a Marketing Data Analyst.

Job Description
A Marketing Data Analyst helps account teams and clients identify insights that drive groundbreaking creativity while measuring and analyzing the impact of those creative campaign activations. This role is central to providing a constant feedback loop to the strategy, account, and creative teams, as well as to client leadership with the goals of insight development, continuous improvement, and the highest level of data integrity. The Marketing Data Analyst is responsible for researching, architecting, implementing, and optimizing all marketing technologies used to derive critical audience insights that inform our creative and marketing campaign strategies. Additionally, this role is responsible for gathering, analyzing, reporting, and interpreting omnichannel marketing campaign data to improve and optimize client marketing programs.
Essential Duties:
Develop data and reporting strategies
Implement data collection and tracking plans
Manage data collection and data synthesis
Uncover insights and present performance reports
Interpret data for client or new business deliverables
Troubleshoot data issues and recommend solutions
Learn and master technology stack

Qualifications
Bachelor's degree or equivalent required
2-5 years of experience doing research or working with data (ideally with social, web, or other marketing analytics data)
Experience with 3rd party data, social listening, and analytics platform(s) (Resonate, Helixa, Crimson Hexagon, Talkwalker, Infegy, Spredfast, etc.)
Experience with web analytics platform(s) (Google Analytics, Google Tag Manager, etc.)
Experience in data analysis, report generation, and data visualization tools (Google Data Studio, Looker, Tableau, etc.)
Passionate about data, technology, and creativity
Intellectual curiosity, problem solving skills and determination
Detail-oriented and thorough
Able to effectively communicate verbally and in writing
Able to listen to stakeholders and provide solutions
Strong work ethic and integrity
Effective presentation skills

Additional Information
All your information will be kept confidential according to EEO guidelines.",Indeed
Seismic Data Analyst,"Houston, TX",GTS Geotech,None,"Seismic Data Analyst

Job Description (General Overview of the Role):
GTS Geotech has been engaged to source a Seismic Data Analyst for a major operating company. As Seismic Data Analyst, you will be responsible for facilitating the progress of and loading seismic data, from the time of planning and acquisition through interpretation, analysis, and archival to ensure optimum efficiency in the process. The SDA is responsible for ensuring that all processes and standards in place are followed.

Primary Tasks and Responsibilities:
Planning for seismic asset management by ensuring all parties are consulted at the initiation of project.
Verify coordination of acquisition efforts with Procurement, Geophysical Operations, Data Room, and BU Interpreter.
Ensure that 3rd party data providers know exactly what our needs are and continue to work with them to assure that those needs are met.
Ensure all parts of data have arrived including contracts, navigation, and seismic
Dump seismic tapes
Load seismic data into GeoFrame / Petrel application
Load gathers data to Omega
Condition data using various applications
Move seismic data from one application to another
Ensure data quality is certified after loading and before it is delivered to the customer.
Look for ways to improve existing processes
Interface with various business units

Required Skills:
Soft Skills
Safety Oriented Mindset
Proficient in English (written & verbal)
Team Oriented Personality & Positive Attitude
Effective End User Communication (written & verbal)
Analytical skills
Customer Oriented
Problem Solver
Time Management
Team Player
Efficient
Responsible
Interface with the business/client
Experience working independently
Experience working with a global team

Technical Skills
Petrel/Studio – competent
GeoFrame – competent
Omega – competent – competent
Troika – competent – Nice to have
OpenCPS – competent – Nice to have
UIPath Studio – competent – Nice to have
Windows/UNIX

Other Desired Skills or Experience:
Geoscience, Geology
Knowledgeable using various software for loading 3D and 2D seismic and gathers data including GeoFrame, Petrel/Studio, and Omega/OpenCPS.
Knowledgeable using software to condition data including GeoFrame, Petrel, and Troika.
Knowledgeable in writing scripts
Knowledgeable using computers, basic understanding of databases

To apply for this role, please forward your CV to hedley.paris@gts-geotech.com
Applicants must be eligible to live and work in the USA",Indeed
DATA ANALYST,"Ronkonkoma, NY 11779",Perfume Center of America,None,"Send your resume to: careers@perfume-center.com

We are seeking for a Data Analyst to join the Business & Supply Chain Systems IT organization in Ronkonkoma, NY. As we want to develop our in-house Analytics, we want someone to develop insights, algorithms and data products through statistical modeling and machine learning that support decision making. You will be working with our datasets from sales level and creating your own datasets from our WMS (Warehouse Management System) to analyze and create insights on efficiency of our operations. You should be highly motivated, results- driven and should have excellent communication skills.
Qualifications
Minimum a bachelor’s degree in Computer Science.
Experience in SQL or other query languages.
Experience in Python, R. Great if have programming experience.
Understanding of Statistics and machine Learning techniques.
Great with data visualization- R Graphics, Tableau.
Strong organizational and time Management skills.
Good verbal and written communication skills, ability to convey results to non-experts.
Ability to work well in cross-functional teams and prioritize requests from multiple stakeholders.",Indeed
Data Analyst,"Redwood, CA",PRIMESOFT INC,None,"Title : Sr. Data Engineer
Location: Redwood City,CA
Contract: 6 Months with possible extension
JD:
Functional Data Analyst
Min of 8+ yr. experience with Data Analysis, Talend Certified preferred
Hands on Talend data management experience especially in profiling data
Experience in large Multi -year Data cleansing and Migration projects
Hands on experience writing data quality rules with Business
Testing and reconciliation of pre and post clean up
legacy Data Analysis
Data profiling
Data Quality Rules Identification
Data Cleansing
Data Reconcilliation
Researching and documenting existing legacy application process and data flows, business needs and data models
Experienced in creating reconciliation and data migration reports
Good communications and end user interviewing skills to gather requirements from business SME in government organization
Preferably willing to relocate to client location
Ready to work in GDD model (work with India team in different time zones)
Thanks
Pavan
732-790-2292
Pavan.kumar(at)primesoftinc(dot)com
Job Type: Contract
Benefits:
None
Schedule:
Other",Indeed
Data Analyst,"New York, NY 10018 (Garment District area)",ACA Compliance Group,None,"The individual in this position is primarily responsible for expanding ACA Compliance Group’s (“ACA”) sales and commercial analytics measurement capabilities by generating data-driven insights to drive incremental sales growth.
The ideal candidate will be a self-starter with the ability to develop methods and approaches to convert raw data into actionable insights and will establish and manage Business Intelligence and reporting tools. He/she must be adept at working with Salesforce.com as the primary source of internal information.
This position reports to the Commercial Operations Director and will have significant opportunities for cross-functional collaboration touching sales, finance and marketing.
Summary of Responsibilities:
Retrieve, synthesize, and present critical data into business intelligence to guide management decisions.
Conduct written and verbal presentations to share insights and recommendations to sales leadership.
Define and align KPIs, pipeline metrics, productivity, and forecasting models.
Compile and reconcile data sets from multiple sources with varying degrees of size and complexity.
Utilize analyses to design and develop tools, techniques, metrics and dashboards for insights and data visualizations
Support customer segmentation and other modeling to help allocate sales resources (e.g., industry segmentation, customer behavioral segmentation, firmographics, etc.).
Identify gaps in data collection
Lead periodic data cleansing activities to ensure that the information is accurate for reporting.
Integrate new data management technologies and software engineering tools into existing structures
Communicate effectively and translate business requirements into data reporting solutions
Bachelor’s Degree preferred - in Finance, Account, Statistics, Mathematics, Economics or equivalent experience
3 years experience as a Data Analyst, Financial Planning & Analysis, or Business Intelligence Analyst
An analytic approach and problem-solving abilities
Ability to collaborate effectively and work as part of a team
Excellent attention to detail and strong organizational and time management abilities
Proven ability to work under pressure and in fast paced environments
ONLY IF OPS EXEMPT Ability to exercise discretion and make independent judgments on matters of significance
· Experience and high level of proficiency with Salesforce.com, Excel, and SQL strongly preferred.
· Experience creating dashboards with Power BI, Tableau, or similar tools.
Job Type: Full-time
Experience:
analytics: 1 year (Preferred)
Data Analytics: 1 year (Required)
Salesforce: 1 year (Required)
sql: 1 year (Required)
Reporting: 1 year (Required)
Location:
New York, NY 10018 (Required)
Work authorization:
United States (Required)
Work Location:
One location
Benefits:
Health insurance
Dental insurance
Vision insurance
Paid time off
Flexible schedule
Parental leave
Schedule:
Monday to Friday",Indeed
"Data Analyst, PNA","Manhattan, NY",New York City NYC HOUSING AUTHORITY,"$72,476 - $106,222 a year","Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.

Job Description

Reporting to the Senior Physical Needs Assessment (PNA) Manager in the Capital Planning Group, with latitude for independent initiative and judgment, the Data Analyst, PNA performs detailed analyses, develops and generates reports on Physical Needs Assessment findings, planned projects and NYCHA’s long and short-term Capital Planning needs. The responsibilities include but are not limited to the following:

1. Track planned capital investments and comparative impact on NYCHA’s physical needs.
2. Monitor planned capital investment strategies for all funding sources across NYCHA’s portfolio.
3. Generate reports, charts and graphs for leadership that illustrate capital investment opportunities.
4. Conduct, analyze and prepare condition assessment reports based on building components and infrastructure needs at the development and portfolio level to make recommendations in formulating project needs, options and consequences.
5. Analyze financial and investment opportunities to seek additional funding sources for NYCHA’s Capital Plan.
6. Determine operational cost savings achieved as a result of capital investments.
7. Review and recommend technical scopes of work for projects in the Capital Plan.
8. Review and analyze skilled trade and maintenance work tickets to prioritize capital investments across portfolio of developments.
9. Analyze and track new needs identified by Operations during the annual capital planning process.
10. Utilize the Physical Needs Assessment database and data collected from various NYCHA’s stakeholders.

NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the link below:

http://www.nyc.gov/html/dcas/downloads/pdf/psb/100_1.pdf

Minimum Qual Requirements

1.A baccalaureate degree from an accredited college or university and three years of full-time satisfactory professional experience in the development, appraisal, financing, negotiation, or disposition of real estate, or in real estate law, or in urban planning or analytical or coordination work related to housing programs; or

2. A four year high school diploma or its educational equivalent approved by a State's Department of Education or a recognized accrediting organization and seven years of full-time satisfactory experience as described in ""1"" above; or

3.A satisfactory combination of education and/or experience which is equivalent to ""1"" or ""2"" above. Graduate study in the field of urban studies, city planning, business or public administration, finance, architecture, engineering or other related fields may be substituted for up to one year of the required experience on the basis of 30 credits equaling one year of experience. Graduation from an accredited law school may be substituted for one year of the required experience. However, all candidates must have at least two years of experience as described above.

Preferred Skills

1. Strong verbal skills; ability to write clearly and persuasively; discipline to work independently or in complex group dynamics and meet short time frames.
2. Ability to synthesize complex data and present information to those unfamiliar with source material; ability to work well among a diverse population of stakeholders.
3. Advanced skill using Word, Excel, and Power Point software.
4. Database management and reporting experience and knowledge of project management software programs.
5. Ability to create, modify and update reports utilizing various department data sources.

Additional Information

1. Employees serving in the titles of or who meet the qualification requirements for Economist L3 and City Research Scientist L2 will be considered.
2. Candidates may be given a skills assessment as part of the interview process.
3. NYCHA employees applying for promotional, title or level change opportunities must have served a period of one year in their current title and level (if applicable).

To Apply

Click the ""Apply Now"" button.

Residency Requirement

NYCHA has no residency requirements.",Indeed
Data Analyst,"Mesa, AZ",ViaSat,None,"Bigger challenges. Bolder ideas. Global impact. At Viasat, we’re on a mission to deliver connections with the capacity to change the world. We’re the company behind the world’s fastest satellite internet service, with technology that’s helping to bridge the digital divide and improve life for our customers around the globe. By providing powerful new ways for people to connect with one another, gain greater access to education, entertainment, medical research, commerce, and much more, our team is empowering millions of customers worldwide.

We’re growing rapidly and looking for passionate, innovative professionals to join our team and connect the world to more. You’ll work in a collaborative and inclusive environment that values diverse perspectives and continuous learning, and provides industry-leading benefits with unmatched opportunities for career growth. Our team is fearless in pursuit of new ideas and uncompromising in our quest to become the world’s first truly global Internet Service Provider. Interested in joining our mission? Take a look at career opportunities at Viasat today.

Job Responsibilities:

As a Data Analyst on the Business Operations team, you will provide reporting, and analytical support for multiple business areas within Viasat, and specifically for Business Operations. This position will develop analytical models while automating reporting and bringing the data visualization to life by building dashboards for stakeholders to use. The Data Analyst will perform data analyses encompassing in a range of analytic capabilities including but not limited to: statistical analysis, regression, time-series analysis, control charts, simulation, and other mathematical techniques.
Help build scalable analytical framework to support analysis and decision support
Build analytical models to solve complex problems
Understand business value and provide insight that helps revolutionize how work is done
Synthesize large amounts of data from multiple sources and build visualizations to tell a story
Parse and manipulate raw data leveraging tools such as R, Python, Tableau, Alteryx, Pentaho or Informatica
Develop and automate daily, monthly, quarterly reporting for multiple business areas within Viasat
Analyze large data sets, while finding the truth in data, and develop efficient processes for data analysis
Identifies data gaps, researches methods to fill these gaps and provide recommendations
Gather and analyze facts and devise solutions to administrative problems
Monitor big data with Business Intelligence tools, simulation, modeling, and statistics
Experience building intuitive and actionable dashboards and data visualizations that drive business decisions (Tableau or similar)
Requirements:
US Citizenship Required.Experience with Solumina Bachelors in Computer Science, Data Science, or equivalent Strong statistical backgroundStrong oral and written communication skillsExcellent analytical and problem solving skillsAble to identify stakeholders, build relationships, and influence others to drive progressExcellent judgment, critical-thinking, and decision-making skills; can balance attention to detail with swift executionBackground in data visualization and decision support leveraging open source libraries/packages and third-party tools (Tableau or similar)2-3 years Python experience2-3 years Tableau experience or equivalent with data visualization tools3-5 years SQL experience 3-5 years data analysis experience with emphasis in reporting
Preferences:
Data Science experience
Machine Learning experience
Alteryx experience preferred
Oracle EBS experience desired
Oracle Business Intelligence (OBIEE) highly preferred

Additional requirements
Minimum education:
BA/BS or equivalent experience
Years of experience:
4-6 years
Travel:
None
Citizenship:
US Citizenship Required
Clearance:
None

Viasat is proud to be an equal opportunity employer, seeking to create a welcoming and diverse environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, ancestry, physical or mental disability, medical condition, marital status, genetics, age, or veteran status or any other applicable legally protected status or characteristic.",Indeed
Data Analyst,"Franklin, TN 37064 (Goose Creek area)",Ramsey Solutions,None,"At Ramsey Solutions, we create life-changing products—from our flagship course Financial Peace University to our live events like Smart Conference and EntreLeadership Summit. We have products specifically designed to help transform individuals, businesses and churches for the better. These products produce a ton of data, which gives us a huge opportunity to learn how to better serve our customers. Sure, anyone can generate a report these days. But our team needs to filter through the white noise to figure out what actually matters.
This is where you come in. We need your help to generate data-driven solutions to our business problems. We need a hardcore math nerd—someone who understands mathematical analysis and knows how to use technology to implement it. You’re someone who’s always itching to solve the problem, complete the puzzle, and answer the question. You’re never satisfied with a fluffy answer. You want the facts. You always back up your position with data.
Our data tells a story, and we need you to help us read it. You’ll help us pull back the curtain, notice trends, and apply data to drive change in our business models so we can help more people. If that sounds exciting to you, keep reading.
Qualifications
So, you want to join our mission. Great! Now let’s make sure you have the following:
3+ years of experience driving analytics initiatives to impact a business
Solid mathematical or statistics background
Experience with SQL (you’ll use it every day to get the data you need)
Experience with scripting languages like Python and R
Experience building and maintaining dashboards and reporting systems
Ability to translate data into actionable insights
Supporting business decisions through ad hoc analysis
Extraordinary passion to solve problems (you’re not satisfied until it’s solved and backed by data)
Nice-to-Haves:
Experience with data visualization tools like Tableau
Experience utilizing web analytics and Google Analytics tool set
Experience with optimization testing
And by the way, we’re not stuffy and corporate around here. We protect our culture and care about your work environment. Our leadership really communicates and listens! Because of that, we offer perks and benefits such as . . .
401(k) match on first 4%
HSA match: $500 a year
World-renowned speakers on a weekly basis
Ministry time: We pay you for one full workweek so you can volunteer for your favorite charity or nonprofit
Ongoing personal and professional development training by the best in the industry
Core values that promote work-life balance, excellence in the ordinary, and a self-employed mentality
Wellness reimbursement to put toward hitting the gym
Free Costco or Sam’s Club membership
Working with amazing people in a culture where we recognize each other’s wins and celebrate together often with monthly lunches and on-the-clock, fun activities such as our company-wide Spelling Bee, annual Battle of the Bands, and legendary Christmas Party
If you want to know how it feels to work in a place that respects the balance of work, family, and fun, hit that apply button. We can’t wait to hear from you!

EOE/M/F/Vet/Disabled",Indeed
